gene_a,gene_b,combined_score
CRKL,TBX1,812
CRKL,PDGFRB,836
CRKL,MAP3K1,910
CRKL,EPOR,841
CRKL,ZAP70,717
CRKL,FYN,822
CRKL,STAT5B,983
CRKL,PIK3R1,951
CRKL,ERBB2,729
THRAP3,MED16,948
THRAP3,ZC3H13,755
THRAP3,CDK8,930
THRAP3,MED17,906
THRAP3,BCLAF1,993
THRAP3,MED6,910
THRAP3,MED11,902
THRAP3,MED30,907
FYN,CD3G,754
FYN,EFNA3,926
FYN,FASLG,856
FYN,DOK2,740
FYN,PIK3R1,988
FYN,IL7R,724
FYN,FCER1A,947
FYN,RAC2,956
FYN,CD79B,837
FYN,EFNA5,931
FYN,STK11,778
FYN,GRAP2,933
FYN,PRNP,990
FYN,ERBB2,807
FYN,LCK,998
FYN,TYROBP,933
FYN,CD2,902
FYN,CD244,979
FYN,CTTN,782
FYN,LAT,844
FYN,CD8A,964
FYN,CD247,993
FYN,STAT5B,734
FYN,CRKL,822
FYN,SKAP1,972
FYN,CD5,700
FYN,PDGFRB,891
FYN,SLAMF1,948
FYN,ZAP70,993
FYN,EGF,787
FYN,FCER1G,981
FYN,STAT3,891
FYN,SNCA,836
FYN,CD79A,932
FYN,CD3E,967
FYN,SH2D1A,999
FYN,JAK2,777
FYN,STAT1,704
FYN,CTLA4,910
FYN,PRKCQ,828
FYN,BACE2,919
FYN,BLNK,807
PGAP1,CD55,817
PGAP1,PLAUR,757
ALDH9A1,ACYP2,910
ALDH9A1,AKR1B1,931
ALDH9A1,EHHADH,946
ALDH9A1,GLUL,842
ALDH9A1,ALDH6A1,937
ALDH9A1,ACYP1,910
ZNF649,TRIM28,748
NEIL1,NTHL1,984
NEIL1,FEN1,961
NEIL1,PARP1,760
NEIL1,MAF,946
NEIL1,SMUG1,792
HTT,PRNP,840
HTT,DENR,728
HTT,ATXN1,894
HTT,NCOR1,927
HTT,PACSIN1,917
HTT,ATXN7L2,713
HTT,UBQLN1,790
HTT,FUS,782
HTT,UBE2K,979
HTT,UQCRC2,939
HTT,DNAJB1,930
HTT,SLA2,741
HTT,SETD2,972
HTT,AGO2,946
HTT,STX1A,945
HTT,TCERG1,958
HTT,HDAC6,720
HTT,CASP3,750
HTT,ITPR3,863
HTT,SNCA,989
BLM,RAD18,802
BLM,POT1,780
BLM,RFC1,843
BLM,MLH3,748
BLM,ATR,962
BLM,KDM8,719
BLM,TERF1,886
BLM,RAD9A,733
BLM,ATRX,710
BLM,PAXIP1,789
BLM,RFC3,748
BLM,MYC,708
BLM,CDK4,846
BLM,TOP2A,771
BLM,RMI2,996
BLM,POLD1,761
BLM,MDC1,743
BLM,FEN1,921
BLM,TOP3A,999
BLM,RPA4,747
BLM,ERCC4,819
AP3M1,AP3M2,978
AP3M1,AP3B1,999
ARID4A,ING1,981
ARID4A,ARID4B,925
ARID4A,RBBP7,945
NUDCD3,DYNLT3,819
TBCD,TBCB,903
TBCD,MAD1L1,709
MLH3,BLM,748
MLH3,RAD23B,713
MLH3,TOP3A,790
MLH3,POLD1,912
MLH3,ERCC4,742
UVRAG,WIPI1,734
UVRAG,BCL2,974
UVRAG,PIK3R4,999
UVRAG,ATG10,773
UVRAG,STX17,770
UVRAG,GABARAPL1,819
GTF3C1,GTF3C2,999
GTF3C1,POLR3G,742
GTF3C1,POLR3A,820
CENPL,MIS18A,709
CENPL,CENPC,998
CENPL,MIS18BP1,711
AMPH,BIN2,774
UBE2C,TK1,873
UBE2C,PHC3,905
UBE2C,ZWINT,878
UBE2C,PCGF6,904
UBE2C,UBE3D,954
UBE2C,PHC2,904
UBE2C,ANAPC10,993
UBE2C,KPNA2,806
UBE2C,PHC1,901
UBE2C,KIF4A,905
UBE2C,MYBL2,773
UBE2C,SMC2,736
UBE2C,ANAPC5,990
UBE2C,CENPF,940
UBE2C,BUB1,954
UBE2C,ASF1B,729
UBE2C,RRM2,931
UBE2C,NDC80,870
UBE2C,TOP2A,973
UBE2C,ANLN,773
ARC,FMR1,743
ARC,FOS,835
PIK3R4,WIPI1,815
PIK3R4,NBR1,720
PIK3R4,PDIK1L,710
PIK3R4,GABARAPL1,912
PIK3R4,UVRAG,999
PIK3R4,STX17,737
PIK3R4,STK35,727
PIK3R4,ATG10,816
SPTBN1,SMAD3,855
SPTBN1,SPTBN4,735
HBM,HBB,932
HBM,AHSP,900
HBM,HBA1,733
HBM,ALAS2,852
HBM,HBD,953
HBM,HBG2,939
HBM,HBG1,928
PEX2,AGPS,876
PEX2,PEX12,999
PEX2,WDR61,911
PEX2,ELP4,927
PEX2,NUFIP1,779
PEX2,ELP2,735
PEX2,ZC3H8,900
PEX2,MLLT3,900
PEX2,LEO1,902
RASSF1,KRAS,987
RASSF1,MOAP1,912
RASSF1,CCND1,945
RASSF1,MAP1B,832
RASSF1,STK4,998
DOK3,TYROBP,820
PRRC2B,G3BP2,785
NUDT13,HDDC2,792
STRN3,CCT2,994
STRN3,TCP1,994
STRN3,MOB4,999
STRN3,SLMAP,998
STRN3,CCT4,994
STRN3,TRAF3IP3,996
STRN3,SIKE1,999
STRN3,CCT6A,994
POT1,TERF2IP,999
POT1,BLM,780
POT1,TERF1,999
SERTAD1,CDK4,874
RAD23B,MLH3,713
RAD23B,UBQLN1,881
RAD23B,XPC,999
RAD23B,DERL1,836
RAD23B,DDB1,937
RAD23B,UBL7,775
RAD23B,SWSAP1,900
RAD23B,PHF21A,908
RAD23B,ERCC4,990
RAD23B,UBQLN4,700
RAD23B,CDK7,771
RAD23B,FEN1,700
RAD23B,POLD1,925
SYNE2,TMEM67,933
SYNE2,LMNA,994
SYNE2,SUN1,999
TPM1,MYLK,857
TPM1,TNNC2,823
TPM1,MYL9,840
TPM1,NEB,825
TPM1,PDCD4,705
CX3CR1,TYROBP,773
CX3CR1,CCL3L1,871
CX3CR1,IL1B,737
CX3CR1,CXCL5,781
CX3CR1,CCL13,861
CX3CR1,JAK2,824
CX3CR1,CXCL1,981
CX3CR1,CCL5,993
CX3CR1,CCL8,791
CX3CR1,CD200,974
CX3CR1,CCL18,787
CX3CR1,CCL7,915
CX3CR1,CCL19,969
CX3CR1,AIF1,804
CX3CR1,FCGR3A,770
CX3CR1,PF4,797
CX3CR1,CCL26,988
CX3CR1,CCL15,743
CX3CR1,CXCL13,884
CX3CR1,CD8A,703
CX3CR1,CCL2,998
CX3CR1,CCL3,970
CX3CR1,CXCL3,780
CX3CR1,PPBP,757
CX3CR1,CXCL11,874
CX3CR1,CCL20,933
CX3CR1,GNG2,831
CX3CR1,CCL4,852
CX3CR1,XCL1,894
CX3CR1,CXCL9,891
CX3CR1,CXCL2,819
CX3CR1,APOE,764
CX3CR1,CXCL10,953
CX3CR1,CCL22,877
CX3CR1,XCL2,780
CX3CR1,CXCL16,972
CX3CR1,FCGR3B,761
STAT4,TNF,734
STAT4,PDCD4,766
STAT4,JAK2,977
STAT4,STAT1,994
STAT4,IRF9,977
STAT4,HNRNPDL,756
STAT4,IL2,766
STAT4,PTPN22,840
STAT4,IL12RB2,996
STAT4,GATA3,809
STAT4,TBX21,908
STAT4,SOCS3,701
STAT4,IL6,861
STAT4,EOMES,736
STAT4,STAT3,973
STAT4,IL23A,803
STAT4,IRF1,725
STAT4,TCP1,750
STAT4,IFNG,981
STAT4,CD8A,813
STAT4,CA1,762
STAT4,SOD2,769
STAT4,STAT5B,827
STAT4,SERPINB2,762
STAT4,JAK1,988
STAT4,STAT2,946
CASP8,ACTB,779
CASP8,CASP3,999
CASP8,MYC,790
CASP8,PARP1,873
CASP8,BCL2,984
CASP8,IL1B,943
CASP8,TNF,999
CASP8,IL6,739
CASP8,CYCS,952
CASP8,JUN,782
CASP8,N4BP1,790
CASP8,BID,992
CASP8,ZBP1,823
CASP8,TNFRSF10A,997
CASP8,IFNB1,727
CASP8,MMP9,712
CASP8,TNFSF10,994
CASP8,MAP3K5,792
CASP8,MALT1,998
CASP8,GZMB,962
CASP8,BIRC3,922
CASP8,FASLG,999
NAALADL1,CD8A,713
NAALADL1,CD19,706
NAALADL1,DPP4,776
NAALADL1,CD27,731
CCL20,CCL23,780
CCL20,XCL2,995
CCL20,CXCL3,951
CCL20,PPBP,814
CCL20,CCL19,961
CCL20,IFNG,820
CCL20,CSF2,869
CCL20,CCL5,999
CCL20,CXCL1,981
CCL20,CCL8,779
CCL20,CCL15,768
CCL20,CXCL13,900
CCL20,CCL26,799
CCL20,CCL13,816
CCL20,CCL3L1,782
CCL20,CXCL9,866
CCL20,CXCL2,951
CCL20,IL6,935
CCL20,CXCL16,849
CCL20,STAT3,782
CCL20,CXCL10,936
CCL20,CCL22,831
CCL20,CCL3,970
CCL20,CCL2,979
CCL20,CXCL11,999
CCL20,GNG2,819
CCL20,CCL4,940
CCL20,CCL7,814
CCL20,CXCR3,993
CCL20,PF4,998
CCL20,CXCL5,999
CCL20,TNF,931
CCL20,IL1B,958
CCL20,CX3CR1,933
CCL20,CXCR6,956
TMEM126B,NDUFAF6,845
TMEM126B,NDUFAF5,831
TMEM126B,NDUFS3,893
TMEM126B,NDUFAF2,789
TMEM126B,AASDHPPT,851
MAP3K5,SOCS1,707
MAP3K5,HSPA5,723
MAP3K5,BCL2,755
MAP3K5,TXNIP,842
MAP3K5,STAT3,807
MAP3K5,JUN,858
MAP3K5,PRKACB,910
MAP3K5,TXN,999
MAP3K5,CASP8,792
LDLRAD4,TSC22D1,720
ATP6V1H,ATP6V0A4,999
ATP6V1H,ATP6AP1L,941
ATP6V1H,LIM2,948
ATP6V1H,ATP6V1G2,981
GTF3C2,POLR3A,862
GTF3C2,GTF3C1,999
GTF3C2,POLR3G,807
G3BP2,DDX6,883
G3BP2,FMR1,843
G3BP2,NUFIP2,938
G3BP2,PRRC2B,785
PTPN22,ZAP70,910
PTPN22,HLA-DRB1,968
PTPN22,HLA-DQA1,879
PTPN22,BANK1,769
PTPN22,PADI4,867
PTPN22,HLA-DPB1,705
PTPN22,HLA-DQB1,847
PTPN22,CTLA4,864
PTPN22,CD3E,713
PTPN22,JAK1,857
PTPN22,HLA-DRA,769
PTPN22,IL2RA,733
PTPN22,CD247,816
PTPN22,CD8A,910
PTPN22,STAT4,840
PTPN22,LCK,924
PTPN22,HLA-DPA1,766
HLA-DRB1,HLA-DMA,999
HLA-DRB1,HLA-DQA1,991
HLA-DRB1,HLA-DPB1,943
HLA-DRB1,CD74,995
HLA-DRB1,HLA-DQB1,750
HLA-DRB1,PTPN22,968
HLA-DRB1,PDCD1,769
HLA-DRB1,TNF,842
HLA-DRB1,CTLA4,746
HLA-DRB1,MBP,851
HLA-DRB1,CD3E,774
HLA-DRB1,TNFRSF25,854
HLA-DRB1,LAG3,750
HLA-DRB1,HLA-DRA,999
HLA-DRB1,IFNG,830
HLA-DRB1,TNFRSF10A,868
HLA-DRB1,CD8A,785
HLA-DRB1,HLA-DMB,997
HLA-DRB1,B2M,826
HLA-DRB1,HLA-DPA1,979
HLA-DRB1,HLA-DOB,944
HLA-DRB1,HLA-DRB5,955
CD300A,TYROBP,745
VPS13A,VAPA,804
MYLK,MYL9,989
MYLK,PRKACB,907
MYLK,ITGB5,760
MYLK,TPM1,857
MYLK,KALRN,819
MYLK,CTTN,708
CASS4,NME8,814
CASS4,MS4A6A,703
DPP4,XPNPEP2,946
DPP4,CXCL2,754
DPP4,MME,962
DPP4,CXCL10,777
DPP4,NAALADL1,776
DPP4,CCL2,714
DPP4,CD9,882
DPP4,CD7,751
DPP4,ADA,999
TOPORS,CENPJ,726
TOPORS,PRCD,703
TOPORS,MZT1,731
TOPORS,RPGR,719
TOPORS,ROM1,701
RRM2,NME3,750
RRM2,KPNA2,743
RRM2,AK1,754
RRM2,ZWINT,942
RRM2,TK1,914
RRM2,UBE2C,931
RRM2,NTPCR,900
RRM2,ANLN,785
RRM2,MCM6,866
RRM2,FEN1,735
RRM2,PCNA,828
RRM2,TXN,885
RRM2,CMPK2,914
RRM2,DUT,761
RRM2,NDC80,745
RRM2,AK3,928
RRM2,TOP2A,956
RRM2,RFC3,719
RRM2,MYBL2,745
RRM2,KIF4A,927
RRM2,NME1,796
RRM2,ASF1B,811
RRM2,BUB1,825
RRM2,RRM1,999
RRM2,CENPF,822
TLR9,IL2,777
TLR9,IRAK4,942
TLR9,IL1B,975
TLR9,TNF,896
TLR9,TNFRSF13B,722
TLR9,CD40LG,847
TLR9,CXCL10,761
TLR9,IL6,895
TLR9,CCL4,709
TLR9,FPR1,724
TLR9,CD8A,850
TLR9,FCGR3A,755
TLR9,IFNG,891
TLR9,IRF1,701
TLR9,CD19,710
TLR9,IFNB1,874
TLR9,FCGR3B,758
TLR9,HSP90B1,806
FUT8,ST6GAL1,736
FUT8,MGAT4A,959
ADARB1,SYCP3,788
ADARB1,ADA,833
GYPA,GYPC,939
GYPA,FCGR3B,806
GYPA,AHSP,810
GYPA,ITGA2B,739
GYPA,CD2,762
GYPA,CD19,822
GYPA,ALAS2,731
GYPA,CD38,747
GYPA,FCGR3A,803
EIF3B,RPS6,995
EIF3B,RPS4X,975
EIF3B,RPS18,986
EIF3B,UPF1,742
EIF3B,CCT4,856
EIF3B,RPS6KB1,892
EIF3B,DDX6,700
EIF3B,EIF3J,999
EIF3B,DENR,805
EIF3B,EIF5B,944
EIF3B,CCT2,733
NCKAP1,ABI3,988
NCKAP1,RAC2,938
NCKAP1,ABI1,999
NCKAP1,NCK2,774
STAT1,IRF1,999
STAT1,IFI44,915
STAT1,MMP9,727
STAT1,GBP3,753
STAT1,B2M,805
STAT1,LCK,820
STAT1,STAT4,994
STAT1,IFITM1,845
STAT1,IFNB1,954
STAT1,CD8A,836
STAT1,YY1,848
STAT1,CCND1,783
STAT1,FYN,704
STAT1,STAT5B,958
STAT1,RSAD2,949
STAT1,IFNG,986
STAT1,IFIT1,945
STAT1,IFI27,844
STAT1,FOS,898
STAT1,IL27RA,984
STAT1,CCL5,817
STAT1,ISG20,832
STAT1,CXCL1,708
STAT1,IFIT3,985
STAT1,PIK3R1,743
STAT1,IFITM3,826
STAT1,KPNA2,760
STAT1,HLA-DRA,849
STAT1,SOCS4,818
STAT1,JAK1,999
STAT1,STAT2,999
STAT1,GBP5,934
STAT1,ERBB2,821
STAT1,SOCS1,966
STAT1,OAS1,966
STAT1,MX1,942
STAT1,JAK2,999
STAT1,CTLA4,742
STAT1,XAF1,931
STAT1,TNF,875
STAT1,IL1B,846
STAT1,TNFSF13B,719
STAT1,IL2,797
STAT1,IFI44L,870
STAT1,IL12RB2,879
STAT1,IRF8,904
STAT1,IDO1,807
STAT1,MYC,781
STAT1,IRF9,999
STAT1,CASP3,780
STAT1,SMAD3,849
STAT1,CXCL11,755
STAT1,PDGFRB,816
STAT1,MX2,851
STAT1,KPNA1,999
STAT1,GATA3,831
STAT1,CCL2,831
STAT1,TBX21,846
STAT1,SOCS3,988
STAT1,JUN,910
STAT1,CXCL10,949
STAT1,STAT3,999
STAT1,APOE,733
STAT1,ISG15,987
STAT1,TRIM22,825
STAT1,IL6,972
STAT1,KPNA6,724
STAT1,CXCL9,882
STAT1,NR3C1,701
CCL28,CCL13,997
CCL28,CXCR6,740
CCL28,CCL5,997
CCL28,PF4,997
CCL28,CCL26,995
CCL28,CXCL13,997
CCL28,PPBP,997
CCL28,XCL1,995
CCL28,CXCL9,997
CCL28,CXCL2,997
CCL28,CXCL10,997
CCL28,XCL2,994
ZEB1,MMP9,703
ZEB1,CCND1,758
ZEB1,SMAD3,950
ZEB1,STAT3,833
ZEB1,MYC,800
ZEB1,CDK6,717
FAN1,ERCC4,764
FAN1,FANCL,798
FAN1,RAD18,750
FAN1,DCLRE1A,830
KIFAP3,KIF21A,723
KIFAP3,IFT88,818
KIFAP3,ARHGEF4,703
CD3E,CD27,787
CD3E,CD52,846
CD3E,HLA-DRB1,774
CD3E,GZMK,726
CD3E,ICOS,715
CD3E,CD96,728
CD3E,FCGR3B,772
CD3E,GRAP2,711
CD3E,CD6,849
CD3E,CD1D,714
CD3E,ZAP70,998
CD3E,IL7R,863
CD3E,IL2RA,718
CD3E,CD5,899
CD3E,HLA-DRA,776
CD3E,CD8B,990
CD3E,CD3G,999
CD3E,CD247,999
CD3E,HLA-DQB1,758
CD3E,CD38,700
CD3E,TRAT1,974
CD3E,GZMA,702
CD3E,PTPN22,713
CD3E,FYN,967
CD3E,CD8A,995
CD3E,PGBD4,733
CD3E,NKG7,731
CD3E,NCR1,715
CD3E,LAT,770
CD3E,IFNG,742
CD3E,FCGR3A,771
CD3E,CD69,799
CD3E,HLA-DPA1,716
CD3E,CD19,809
CD3E,B2M,935
CD3E,SH2D1A,710
CD3E,CD2,959
CD3E,PDCD1,782
CD3E,CD40LG,734
CD3E,LCK,980
AMY2B,GYG1,840
COA3,MSS51,716
COA3,COA1,844
COA3,SMIM20,785
COA3,CMC1,856
TBKBP1,TNF,996
CD247,IFNG,740
CD247,FCGR3A,999
CD247,PRKCQ,727
CD247,NCR1,999
CD247,NKG7,747
CD247,HLA-DPB1,924
CD247,KLRC2,743
CD247,LAT,914
CD247,FYN,993
CD247,CD8A,998
CD247,IL2,818
CD247,TNFRSF9,988
CD247,TRAT1,987
CD247,HLA-DQB1,757
CD247,PTPN22,816
CD247,GZMA,866
CD247,CD7,807
CD247,HLA-DMB,919
CD247,LCK,996
CD247,KLRB1,907
CD247,PDCD1,871
CD247,TYROBP,916
CD247,PRF1,896
CD247,HLA-DOB,922
CD247,HLA-DRB5,945
CD247,SH2D1A,842
CD247,CD2,944
CD247,CD3E,999
CD247,TNFSF9,706
CD247,CTLA4,708
CD247,B2M,977
CD247,HLA-DPA1,947
CD247,CD19,808
CD247,ZAP70,999
CD247,KLRD1,839
CD247,CD6,875
CD247,GRAP2,846
CD247,FCER1G,989
CD247,HLA-DMA,922
CD247,NCR3,999
CD247,CD96,759
CD247,FCGR3B,999
CD247,CD27,821
CD247,HLA-DQA1,938
CD247,ICOS,793
CD247,GZMK,784
CD247,IL2RB,917
CD247,CD3G,999
CD247,SKAP1,778
CD247,CD8B,953
CD247,MAP3K3,905
CD247,HLA-DRA,957
CD247,GZMB,883
CD247,TNFRSF4,760
CD247,PIK3R1,890
XAF1,STAT2,824
XAF1,IFITM3,762
XAF1,IFIT3,938
XAF1,IFI27,887
XAF1,IFIT1,920
XAF1,RSAD2,900
XAF1,IRF1,787
XAF1,IFI44,970
XAF1,TRIM22,796
XAF1,ISG15,891
XAF1,MX2,869
XAF1,IRF9,821
XAF1,IFI44L,981
XAF1,STAT1,931
XAF1,OAS1,887
XAF1,MX1,925
KIF21A,KIFAP3,723
CXCL9,STAT1,882
CXCL9,CD69,757
CXCL9,CTLA4,703
CXCL9,CXCR6,984
CXCL9,TNF,815
CXCL9,IL1B,855
CXCL9,CX3CR1,891
CXCL9,CD79A,988
CXCL9,CXCR3,999
CXCL9,IL2,738
CXCL9,PF4,999
CXCL9,GZMA,819
CXCL9,IDO1,868
CXCL9,CCL7,853
CXCL9,XCL1,997
CXCL9,CXCL11,999
CXCL9,CCL4,959
CXCL9,CCL2,999
CXCL9,CCL3,884
CXCL9,ACKR3,807
CXCL9,CXCL16,907
CXCL9,CCL22,843
CXCL9,CXCL10,999
CXCL9,IL16,714
CXCL9,CXCL2,997
CXCL9,IL6,815
CXCL9,CD2,703
CXCL9,IRF1,818
CXCL9,CD19,716
CXCL9,CCL13,999
CXCL9,IFNB1,741
CXCL9,CCL28,997
CXCL9,CXCL13,996
CXCL9,CD8A,848
CXCL9,CCL26,997
CXCL9,CSF2,736
CXCL9,IFNG,948
CXCL9,CCL19,962
CXCL9,CCL8,846
CXCL9,CCL5,999
CXCL9,CXCL1,859
CXCL9,CCL18,776
CXCL9,IL1RN,701
CXCL9,CCL20,866
CXCL9,PPBP,997
CXCL9,GZMB,728
CXCL9,GBP5,779
CXCL9,CD79B,989
MAP3K3,MAP2K1,705
MAP3K3,CD247,905
MAP3K3,CCM2,999
COLGALT2,PLOD2,957
ABCG1,MATK,717
ABCG1,APOE,928
ABCG1,APOA1,997
NSMCE1,ZNF597,836
DCAF12,DCAF16,917
DCAF12,DDB1,999
DCAF12,CUL4B,955
DCAF12,CRBN,909
DCAF12,DCAF15,914
DCAF12,DET1,900
DCLRE1A,FANCL,730
DCLRE1A,ERCC4,733
DCLRE1A,FAN1,830
HMGN2,MRPS16,904
HMGN2,RPS18,940
HMGN2,IMP3,828
HMGN2,MRTO4,832
HMGN2,MRPS6,906
HMGN2,MRPL17,908
HMGN2,RPS6,927
HMGN2,CD74,817
HMGN2,POLR2C,800
HMGN2,RPS4X,776
HMGN2,POLR2B,776
HMGN2,RPL3,848
HMGN2,EIF5B,715
HMGN2,MRPL1,774
APOBEC3C,APOBEC3A,738
APOBEC3C,APOBEC3B,713
APOBEC3C,APOBEC3H,742
NTPCR,RRM2,900
NTPCR,AK3,917
NTPCR,NME1,946
NTPCR,RRM1,980
NTPCR,NME3,946
NTPCR,AK1,907
TSNAX,KIF2A,813
TSNAX,AGO2,958
PARP1,CTCF,924
PARP1,FUS,712
PARP1,CDK8,762
PARP1,XPC,928
PARP1,CCND1,724
PARP1,YY1,756
PARP1,SOD2,774
PARP1,PARP2,965
PARP1,GZMB,955
PARP1,NCL,813
PARP1,ZC3HAV1,894
PARP1,SNAI1,842
PARP1,ERBB2,741
PARP1,TNF,735
PARP1,MED6,806
PARP1,CASP3,999
PARP1,RNF146,939
PARP1,ACTB,794
PARP1,LMNA,735
PARP1,NEIL1,760
PARP1,BCL2,917
PARP1,TOP2A,742
PARP1,CDK4,756
PARP1,MYC,762
PARP1,PCNA,872
PARP1,FEN1,941
PARP1,SMAD3,869
PARP1,CASP8,873
PARP1,ERCC4,718
PARP1,CDK7,703
PARP1,JUN,805
PARP1,CYCS,892
MARC2,MOCS1,905
MARC2,CYB5B,749
IARS2,EEF1E1,772
IARS2,FASTKD3,762
CENPF,KIF4A,879
CENPF,SMC2,764
CENPF,MIS18BP1,752
CENPF,ASF1B,726
CENPF,BUB1,987
CENPF,RRM2,822
CENPF,NDC80,987
CENPF,TOP2A,974
CENPF,ZWILCH,770
CENPF,FAM83D,734
CENPF,ANLN,842
CENPF,TK1,782
CENPF,UBE2C,940
CENPF,ZWINT,953
CENPF,SMC4,800
CENPF,KIF18A,850
CENPF,NDEL1,823
CENPF,NUDC,832
CENPF,KNTC1,795
IRF6,MAFB,806
TRAF3IP3,SIKE1,995
TRAF3IP3,STRN3,996
TRAF3IP3,TBC1D10C,750
TRAF3IP3,MOB4,996
TRAF3IP3,TCP1,994
G0S2,BCL2,732
G0S2,ABHD5,737
MRPL18,MALSU1,850
MRPL18,MRPL1,908
MRPL18,MRPL10,944
MRPL18,OXA1L,831
MRPL18,MRPL34,903
MRPL18,MRPL48,923
MRPL18,MRPL17,976
MRPL18,MRPS6,858
MRPL18,MRPS23,879
MRPL18,NDUFAB1,948
MRPL18,MRPS30,982
MRPL18,MRPL35,925
MRPL18,MRPS16,885
MRPL18,PTCD3,821
MRPL18,MRPL49,948
ACAT2,MSMO1,803
ACAT2,IDI1,828
ACAT2,ACACB,949
ACAT2,ECI2,981
ACAT2,TCP1,729
ACAT2,SUCLA2,875
ACAT2,ALDH6A1,930
ACAT2,ETFA,767
ACAT2,EHHADH,980
CD55,LCK,727
CD55,ACHE,708
CD55,PGAP1,817
CD55,CFP,708
TAGAP,RGS1,799
SLC41A1,NUCKS1,935
SLC41A1,TRPM7,780
NUCKS1,SLC41A1,935
MDM4,BCL2,728
MDM4,TCHP,863
KDM5B,SETD2,704
KDM5B,EZH2,845
KDM5B,MYC,966
TIMM17A,TIMM9,906
TIMM17A,OXA1L,927
TIMM17A,HSPD1,706
TIMM17A,GRPEL1,953
ULBP2,B2M,734
ULBP2,NCR3,785
ULBP2,KLRD1,828
RGS1,PLEK,751
RGS1,TAGAP,799
RGS1,ARHGEF1,727
RGS1,CD69,834
RGS18,ARHGEF1,777
RGS18,PLEK,789
IVNS1ABP,SRSF2,715
EPM2A,GYG1,773
UTRN,MARK2,763
UTRN,DTNB,860
UTRN,SGCE,804
UTRN,SNTB1,979
UTRN,CTNNAL1,771
UTRN,PRX,815
RGS16,ARHGEF1,765
RGS16,GNAO1,993
LTV1,NGDN,866
LTV1,BYSL,999
LTV1,RPS18,971
LTV1,IMP3,778
LTV1,MRTO4,863
LTV1,NOP58,860
LTV1,RPS6,996
LTV1,CMSS1,863
LTV1,DIMT1,989
LTV1,CD74,795
LTV1,RPS4X,955
LTV1,PNO1,998
LTV1,PWP1,851
LTV1,NOL10,913
LTV1,SRFBP1,724
LTV1,MPHOSPH10,987
LTV1,LYAR,750
LTV1,WDR36,882
LTV1,CEBPZ,859
LTV1,TWISTNB,799
LTV1,BRIX1,908
LTV1,UTP3,937
LTV1,NOM1,717
CACYBP,AHSA1,730
FASLG,IFNG,933
FASLG,CSF2,738
FASLG,MMP7,769
FASLG,CCL5,790
FASLG,GNLY,921
FASLG,CD8A,922
FASLG,FYN,856
FASLG,TNFRSF10A,998
FASLG,FOXO3,934
FASLG,IDO2,715
FASLG,PRF1,992
FASLG,GZMH,747
FASLG,TNFSF10,971
FASLG,LAG3,768
FASLG,TNFRSF25,991
FASLG,GZMB,942
FASLG,CASP3,892
FASLG,IL2,824
FASLG,BCL2,811
FASLG,IDO1,775
FASLG,GZMA,889
FASLG,CD40LG,850
FASLG,IL1B,800
FASLG,TNF,984
FASLG,PDCD1,846
FASLG,CXCR6,776
FASLG,CTLA4,833
FASLG,KLRD1,855
FASLG,JUN,724
FASLG,STAT3,893
FASLG,CYCS,840
FASLG,IL2RB,740
FASLG,CCL2,737
FASLG,TBX21,789
FASLG,BID,867
FASLG,CASP8,999
XCL1,CXCR3,851
XCL1,GZMA,768
XCL1,PF4,996
XCL1,CX3CR1,894
XCL1,CXCR6,844
XCL1,CXCL2,996
XCL1,CXCL9,997
XCL1,CXCL10,997
XCL1,CCL3,860
XCL1,CCL4,759
XCL1,CXCL11,997
XCL1,IFNG,735
XCL1,CCL5,996
XCL1,CD8A,786
XCL1,CCL26,994
XCL1,CCL13,994
XCL1,CCL28,995
XCL1,XCL2,995
XCL2,CCL28,994
XCL2,CCL26,995
XCL2,CCL5,996
XCL2,CCL8,995
XCL2,CCL20,995
XCL2,CXCL3,995
XCL2,CXCR6,803
XCL2,CX3CR1,780
XCL2,CXCL5,995
XCL2,PF4,995
XCL2,CXCR3,824
XCL2,CCL7,995
XCL2,XCL1,995
XCL2,CCL3,783
XCL2,CXCL2,995
POU2F1,YY1,806
POU2F1,ZNF143,840
POU2F1,NR3C1,803
POU2F1,STAT3,706
POU2F1,MYC,713
TADA1,SF3B3,924
TADA1,TAF7,907
TADA1,TADA3,998
SH2D1B,SLAMF1,915
SH2D1B,LY9,939
SH2D1B,CD244,994
SH2D1B,CD2,773
SH2D1B,SLAMF7,880
FCRLA,CD72,704
FCRLA,CD79A,823
FCRLA,CD79B,761
FCRLA,MS4A1,800
FCRLA,MEIS1,766
FCRLA,CD19,931
FCGR3A,FCGR3B,978
FCGR3A,CXCL10,711
FCGR3A,CD27,801
FCGR3A,ERBB2,839
FCGR3A,IL7R,858
FCGR3A,KLRD1,801
FCGR3A,ZAP70,781
FCGR3A,IL6,796
FCGR3A,NCR3,920
FCGR3A,FCER1G,999
FCGR3A,CD5,832
FCGR3A,MNDA,851
FCGR3A,KIR2DL3,706
FCGR3A,CD3G,867
FCGR3A,CCL2,725
FCGR3A,GZMB,799
FCGR3A,GYPA,803
FCGR3A,IL2,878
FCGR3A,TNFRSF9,752
FCGR3A,CD8A,949
FCGR3A,CD247,999
FCGR3A,CD38,861
FCGR3A,AIF1,717
FCGR3A,SLAMF7,829
FCGR3A,IFNG,926
FCGR3A,CSF2,769
FCGR3A,KIR2DL1,725
FCGR3A,KLRC2,721
